movies	recommendation
"As Good As It Gets (1997)
 Titanic (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Old Yeller (1957)
Secrets & Lies (1996)
L.A. Confidential (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"That Thing You Do! (1996)
To Gillian on Her 37th Birthday (1996)
Truth About Cats & Dogs, The (1996)
Picture Perfect (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Good Will Hunting (1997)
 Titanic (1997)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Great Escape, The (1963)
 Sting, The (1973)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Trainspotting (1996)
 Brazil (1985)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Fight Club (1999)
Seven (a.k.a. Se7en) (1995)
"
"Fargo (1996)
Cold Comfort Farm (1995)
Jerry Maguire (1996)
Infinity (1996)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Matrix, The (1999)
"
"Paris, Texas (1984)
 Dead Man (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Vegas Vacation (1997)
 Game, The (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Brothers McMullen, The (1995)
Graduate, The (1967)
U Turn (1997)
Singin' in the Rain (1952)"	"Apocalypse Now (1979)
Clockwork Orange, A (1971)
Fargo (1996)
Godfather, The (1972)
"
"L.A. Confidential (1997)
Tango Lesson, The (1997)
Kolya (1996)
Titanic (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Air Force One (1997)
 George of the Jungle (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Big Lebowski, The (1998)
 Full Monty, The (1997)"	"Fargo (1996)
Pulp Fiction (1994)
Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Maltese Falcon, The (1941)
Chinatown (1974)
Gone with the Wind (1939)
Annie Hall (1977)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
 English Patient, The (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Rock, The (1996)
Return of the Jedi (1983)
Star Wars (1977)
Twister (1996)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Star Wars: Episode IV - A New Hope (1977)
Men in Black (a.k.a. MIB) (1997)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Phantoms (1998)
 Telling Lies in America (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Return of the Jedi (1983)
Aliens (1986)
Highlander (1986)
Fugitive, The (1993)"	"Silence of the Lambs, The (1991)
Star Wars: Episode IV - A New Hope (1977)
Die Hard (1988)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Forrest Gump (1994)
Jaws (1975)
E.T. the Extra-Terrestrial (1982)
Back to the Future (1985)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Star Wars: Episode VI - Return of the Jedi (1983)
Kill Bill: Vol. 2 (2004)
Lord of the Rings: The Two Towers, The (2002)
"
"Apocalypse Now (1979)
Bitter Moon (1992)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
Some Like It Hot (1959)"	"Reservoir Dogs (1992)
Full Metal Jacket (1987)
Goodfellas (1990)
Fargo (1996)
"
"Toy Story (1995)
Men in Black (1997)
Lion King, The (1994)
Terminator 2: Judgment Day (1991)"	"Terminator, The (1984)
Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode VI - Return of the Jedi (1983)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Wings of the Dove, The (1997)
Dead Man Walking (1995)
Ulee's Gold (1997)
L.A. Confidential (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Liar Liar (1997)
Deceiver (1997)
Contact (1997)
Alien: Resurrection (1997)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Star Wars: Episode VI - Return of the Jedi (1983)
Matrix, The (1999)
"
"Like Water For Chocolate (Como agua para chocolate) (1992)
Gandhi (1982)
One Flew Over the Cuckoo's Nest (1975)
Rear Window (1954)"	"Lord of the Rings: The Return of the King, The (2003)
Forrest Gump (1994)
Seven (a.k.a. Se7en) (1995)
Lord of the Rings: The Two Towers, The (2002)
"
"Dial M for Murder (1954)
High Noon (1952)
Raising Arizona (1987)
Breakfast at Tiffany's (1961)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Star Trek: The Wrath of Khan (1982)
Amadeus (1984)
Raiders of the Lost Ark (1981)
Silence of the Lambs, The (1991)"	"Pulp Fiction (1994)
Lord of the Rings: The Fellowship of the Ring, The (2001)
Lord of the Rings: The Return of the King, The (2003)
American History X (1998)
"
"Star Trek: First Contact (1996)
Mr. Holland's Opus (1995)
Mystery Science Theater 3000: The Movie (1996)
Saint, The (1997)"	"Star Wars: Episode IV - A New Hope (1977)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Jerry Maguire (1996)
 Tin Cup (1996)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Groundhog Day (1993)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Toy Story (1995)
 Star Trek VI: The Undiscovered Country (1991)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Blade Runner (1982)
Notorious (1946)
World of Apu, The (Apur Sansar) (1959)
Rear Window (1954)"	"2001: A Space Odyssey (1968)
Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Jurassic Park (1993)
 Phenomenon (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Independence Day (a.k.a. ID4) (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Long Kiss Goodnight, The (1996)
 Glory (1989)"	"Naked Gun 33 1/3: The Final Insult (1994)
Dr. Jekyll and Mr. Hyde (1941)
Viridiana (1961)
Star Trek: First Contact (1996)
"
"Contact (1997)
Wizard of Oz, The (1939)
Star Wars (1977)
Monty Python's Life of Brian (1979)"	"Indiana Jones and the Last Crusade (1989)
Star Wars: Episode V - The Empire Strikes Back (1980)
Silence of the Lambs, The (1991)
Star Wars: Episode IV - A New Hope (1977)
"
"Toy Story (1995)
 Reservoir Dogs (1992)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Shawshank Redemption, The (1994)
 Casablanca (1942)
 M*A*S*H (1970)"	"Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Kill Bill: Vol. 2 (2004)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Swingers (1996)
 Big Night (1996)"	"Problem Child (1990)
Band's Visit, The (Bikur Ha-Tizmoret) (2007)
Stealing Rembrandt (Rembrandt) (2003)
Public Eye, The (1992)
"
"English Patient, The (1996)
 Titanic (1997)"	"Kind Hearts and Coronets (1949)
Just Before I Go (2014)
Paradise Now (2005)
Source Code (2011)
"
"Toy Story (1995)
Cats Don't Dance (1997)
Contact (1997)
Fargo (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Good Will Hunting (1997)
I Know What You Did Last Summer (1997)
Braveheart (1995)
Air Force One (1997)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Matrix, The (1999)
Kill Bill: Vol. 2 (2004)
Fight Club (1999)
"
"Toy Story (1995)
Return of the Pink Panther, The (1974)
E.T. the Extra-Terrestrial (1982)
Indiana Jones and the Last Crusade (1989)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
Wedding Singer, The (1998)	"Grandma's Boy (2006)
Deep Rising (1998)
Uncle Buck (1989)
Underworld (2003)
"
"Blade Runner (1982)
 Pulp Fiction (1994)"	"2001: A Space Odyssey (1968)
Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Toy Story (1995)
Jerry Maguire (1996)
Star Wars (1977)
Beautiful Girls (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Star Wars (1977)
Austin Powers: International Man of Mystery (1997)
L.A. Confidential (1997)
Citizen Kane (1941)"	"Austin Powers: The Spy Who Shagged Me (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Men in Black (a.k.a. MIB) (1997)
"
"12 Angry Men (1957)
 Terminator 2: Judgment Day (1991)"	"Still Alice (2014)
Gladiator (1992)
American in Paris, An (1951)
True Lies (1994)
"
"Donnie Brasco (1997)
 Boogie Nights (1997)"	"Hunchback of Notre Dame, The (1923)
Pelican Brief, The (1993)
Vampire in Brooklyn (1995)
American Gigolo (1980)
"
"Lone Star (1996)
Manchurian Candidate, The (1962)
Close Shave, A (1995)
Chinatown (1974)"	"Let It Snow (1999)
Last Picture Show, The (1971)
Getaway (2013)
Marvel One-Shot: Agent Carter (2013)
"
"Strange Days (1995)
Carrie (1976)
Truth About Cats & Dogs, The (1996)
Shallow Grave (1994)"	"Are You Scared? (2006)
Two Weeks Notice (2002)
Safety Not Guaranteed (2012)
Holy Smoke (1999)
"
"Toy Story (1995)
 Kingpin (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Shawshank Redemption, The (1994)
Manchurian Candidate, The (1962)
Month by the Lake, A (1995)
Wallace & Gromit: The Best of Aardman Animation (1996)"	"Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Kill Bill: Vol. 2 (2004)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Raging Bull (1980)
 Postino, Il (1994)
 My Fair Lady (1964)"	"Back to the Future Part II (1989)
Forrest Gump (1994)
Back to the Future (1985)
Back to the Future Part III (1990)
"
"Toy Story (1995)
Secrets & Lies (1996)
Donnie Brasco (1997)
Crucible, The (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Lost Highway (1997)
 Hoodlum (1997)"	"Picnic (1955)
House of the Spirits, The (1993)
Beyond the Sea (2004)
Days of Thunder (1990)
"
"Toy Story (1995)
 Mr. Holland's Opus (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Gattaca (1997)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
Ice Storm, The (1997)
English Patient, The (1996)"	"Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Saving Private Ryan (1998)
Star Wars: Episode IV - A New Hope (1977)
"
"Private Parts (1997)
 Wrong Trousers, The (1993)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"L.A. Confidential (1997)
 Cop Land (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Star Wars (1977)
First Wives Club, The (1996)
Mother (1996)
Independence Day (ID4) (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Pollyanna (1960)
Man Without a Face, The (1993)
Cinderella (1950)
Alice in Wonderland (1951)"	"Corporation, The (2003)
Every Secret Thing (2014)
Halloweentown High (2004)
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981)
"
"Birdcage, The (1996)
 Boot, Das (1981)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Red Sorghum (Hong gao liang) (1987)
Maya Lin: A Strong Clear Vision (1994)
Those Magnificent Men in Their Flying Machines (1965)
"
"Contact (1997)
 GoodFellas (1990)
 Die Hard (1988)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Star Wars: Episode VI - Return of the Jedi (1983)
Matrix, The (1999)
"
"Face/Off (1997)
 Chasing Amy (1997)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Star Wars: Episode V - The Empire Strikes Back (1980)
Saving Private Ryan (1998)
Jurassic Park (1993)
"
"Star Wars (1977)
George of the Jungle (1997)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
As Good As It Gets (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
 Clerks (1994)
 Apollo 13 (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Kolya (1996)
English Patient, The (1996)
Lone Star (1996)
Star Wars (1977)"	"Brass Teapot, The (2012)
Futurama: The Beast with a Billion Backs (2008)
Apple, The (Sib) (1998)
Winnie the Pooh Goes Visiting (1971)
"
"My Favorite Year (1982)
Blues Brothers, The (1980)
North by Northwest (1959)
Vertigo (1958)"	"Monty Python and the Holy Grail (1975)
Groundhog Day (1993)
Forrest Gump (1994)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Tombstone (1993)
 Highlander (1986)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"In & Out (1997)
Swingers (1996)
Chasing Amy (1997)
Beautiful Thing (1996)"	"Steve Jobs (2015)
Rudolph, the Red-Nosed Reindeer (1964)
Stoned (2005)
Split (2017)
"
"One Flew Over the Cuckoo's Nest (1975)
 Contact (1997)"	"Fargo (1996)
Godfather, The (1972)
Forrest Gump (1994)
Shawshank Redemption, The (1994)
"
"Four Weddings and a Funeral (1994)
 Butch Cassidy and the Sundance Kid (1969)
 Men in Black (1997)"	"Ghost (1990)
Forrest Gump (1994)
Sleepless in Seattle (1993)
Pretty Woman (1990)
"
"City of Lost Children, The (1995)
Lost Highway (1997)
Big Night (1996)
Shining, The (1980)"	"Pulp Fiction (1994)
Silence of the Lambs, The (1991)
Star Wars: Episode VI - Return of the Jedi (1983)
Matrix, The (1999)
"
"Liar Liar (1997)
Truth About Cats & Dogs, The (1996)
Full Monty, The (1997)
Stealing Beauty (1996)"	"Peacekeeper, The (1997)
Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)
The House (2017)
Order, The (2001)
"
"Raiders of the Lost Ark (1981)
 Sleepers (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Twister (1996)
 Braveheart (1995)"	"Mission: Impossible (1996)
Independence Day (a.k.a. ID4) (1996)
Toy Story (1995)
Jurassic Park (1993)
"
"Titanic (1997)
Air Force One (1997)
Star Trek: First Contact (1996)
Con Air (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Seven Years in Tibet (1997)
Full Monty, The (1997)
English Patient, The (1996)
Postman, The (1997)"	"Lakeview Terrace (2008)
Battlestar Galactica: The Plan (2009)
Bottle Rocket (1996)
Cornered! (2009)
"
"Butch Cassidy and the Sundance Kid (1969)
 Babe (1995)"	"Jeremiah Johnson (1972)
The D Train (2015)
Walk on the Moon, A (1999)
Brass Teapot, The (2012)
"
"Aliens (1986)
Batman (1989)
Speed (1994)
Die Hard 2 (1990)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Indiana Jones and the Last Crusade (1989)
Alien (1979)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Alien (1979)
Bronx Tale, A (1993)
Great Escape, The (1963)
Dead Poets Society (1989)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Star Wars: Episode V - The Empire Strikes Back (1980)
Matrix, The (1999)
Forrest Gump (1994)
"
"Lost Highway (1997)
 Everyone Says I Love You (1996)"	"Pokémon Heroes (2003)
Straight Story, The (1999)
Batman Beyond: Return of the Joker (2000)
Holes (2003)
"
"Scream (1996)
 Truth About Cats & Dogs, The (1996)"	"Osmosis Jones (2001)
10 Items or Less (2006)
Golden Bowl, The (2000)
Shaft (1971)
"
"Empire Strikes Back, The (1980)
 Substitute, The (1996)"	"Back to the Future Part II (1989)
Forrest Gump (1994)
Back to the Future (1985)
Back to the Future Part III (1990)
"
"Star Wars (1977)
Willy Wonka and the Chocolate Factory (1971)
Braveheart (1995)
Godfather, The (1972)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Matrix, The (1999)
Kill Bill: Vol. 2 (2004)
Fight Club (1999)
"
